Date,X3.Mo,X10.Yr
4/12/1985,8.33,11.43
4/15/1985,8.35,11.37
4/16/1985,8.2,11.25
4/17/1985,8.06,11.29
4/18/1985,7.97,11.13
4/19/1985,8.06,11.16
4/22/1985,7.93,11.13
4/23/1985,8.05,11.25
4/24/1985,8.01,11.25
4/25/1985,8.1,11.37
4/26/1985,8.08,11.35
4/29/1985,8.11,11.47
4/30/1985,8.12,11.41
5/1/1985,8.01,11.27
5/2/1985,8.03,11.29
5/3/1985,7.99,11.21
5/6/1985,8,11.19
5/7/1985,8.03,11.17
5/8/1985,8.09,11.26
5/9/1985,8.01,11.2
5/10/1985,8,11.04
5/13/1985,7.97,11.04
5/14/1985,7.86,10.87
5/15/1985,7.68,10.89
5/16/1985,7.61,10.81
5/17/1985,7.64,10.84
5/20/1985,7.5,10.56
5/21/1985,7.54,10.6
5/22/1985,7.53,10.62
5/23/1985,7.49,10.64
5/24/1985,7.42,10.57
5/27/1985,.,.
5/28/1985,7.45,10.43
5/29/1985,7.48,10.46
5/30/1985,7.42,10.39
5/31/1985,7.38,10.28
6/3/1985,7.24,10.05
6/4/1985,7.18,10.05
6/5/1985,7.14,9.83
6/6/1985,7.21,9.89
6/7/1985,7.39,10.19
6/10/1985,7.49,10.16
6/11/1985,7.38,10.08
6/12/1985,7.32,10.16
6/13/1985,7.2,10.21
6/14/1985,6.91,9.98
6/17/1985,6.99,9.97
6/18/1985,6.87,9.9
6/19/1985,6.95,10.04
6/20/1985,7.06,10.14
6/21/1985,7.27,10.34
6/24/1985,7.29,10.45
6/25/1985,7.32,10.5
6/26/1985,7.21,10.54
6/27/1985,7.13,10.39
6/28/1985,7.05,10.25
7/1/1985,7.09,10.19
7/2/1985,7.17,10.2
7/3/1985,7.24,10.23
7/4/1985,.,.
7/5/1985,6.99,9.93
7/8/1985,7.14,10.05
7/9/1985,7.18,10.05
7/10/1985,7.16,10.07
7/11/1985,7.29,10.22
7/12/1985,7.32,10.23
7/15/1985,7.28,10.22
7/16/1985,7.23,10.15
7/17/1985,7.21,10.12
7/18/1985,7.39,10.3
7/19/1985,7.42,10.34
7/22/1985,7.49,10.46
7/23/1985,7.5,10.47
7/24/1985,7.48,10.51
7/25/1985,7.41,10.52
7/26/1985,7.43,10.59
7/29/1985,7.5,10.67
7/30/1985,7.52,10.66
7/31/1985,7.52,10.57
8/1/1985,7.52,10.51
8/2/1985,7.55,10.66
8/5/1985,7.52,10.64
8/6/1985,7.5,10.65
8/7/1985,7.41,10.55
8/8/1985,7.41,10.43
8/9/1985,7.4,10.37
8/12/1985,7.33,10.38
8/13/1985,7.37,10.46
8/14/1985,7.32,10.38
8/15/1985,7.43,10.36
8/16/1985,7.34,10.26
8/19/1985,7.36,10.23
8/20/1985,7.35,10.2
8/21/1985,7.27,10.12
8/22/1985,7.27,10.1
8/23/1985,7.27,10.14
8/26/1985,7.3,10.18
8/27/1985,7.28,10.12
8/28/1985,7.29,10.16
8/29/1985,7.28,10.12
8/30/1985,7.38,10.28
9/2/1985,.,.
9/3/1985,7.35,10.24
9/4/1985,7.28,10.16
9/5/1985,7.36,10.27
9/6/1985,7.5,10.5
9/9/1985,7.5,10.49
9/10/1985,7.47,10.48
9/11/1985,7.48,10.51
9/12/1985,7.48,10.52
9/13/1985,7.45,10.4
9/16/1985,7.42,10.37
9/17/1985,7.44,10.41
9/18/1985,7.34,10.43
9/19/1985,7.32,10.43
9/20/1985,7.24,10.36
9/23/1985,7.12,10.39
9/24/1985,7.06,10.33
9/25/1985,7.09,10.27
9/26/1985,7.16,10.22
9/27/1985,.,.
9/30/1985,7.27,10.31
10/1/1985,7.26,10.29
10/2/1985,7.25,10.3
10/3/1985,7.22,10.32
10/4/1985,7.22,10.36
10/7/1985,7.32,10.42
10/8/1985,7.39,10.36
10/9/1985,7.42,10.37
10/10/1985,7.46,10.35
10/11/1985,7.43,10.34
10/14/1985,.,.
10/15/1985,7.48,10.3
10/16/1985,7.45,10.25
10/17/1985,7.43,10.21
10/18/1985,7.44,10.17
10/21/1985,7.46,10.18
10/22/1985,7.39,10.12
10/23/1985,7.46,10.14
10/24/1985,7.5,10.15
10/25/1985,7.48,10.21
10/28/1985,7.47,10.28
10/29/1985,7.45,10.11
10/30/1985,7.42,9.97
10/31/1985,7.42,10.01
11/1/1985,7.44,9.98
11/4/1985,7.48,9.98
11/5/1985,7.48,9.93
11/6/1985,7.49,9.93
11/7/1985,7.54,9.91
11/8/1985,7.46,9.84
11/11/1985,.,.
11/12/1985,7.46,9.74
11/13/1985,7.52,9.78
11/14/1985,7.56,9.84
11/15/1985,7.59,9.92
11/18/1985,7.48,9.72
11/19/1985,7.45,9.73
11/20/1985,7.49,9.72
11/21/1985,7.47,9.58
11/22/1985,7.47,9.66
11/25/1985,7.44,9.68
11/26/1985,7.43,9.68
11/27/1985,7.41,9.64
11/28/1985,.,.
11/29/1985,7.39,9.59
12/2/1985,7.5,9.69
12/3/1985,7.47,9.68
12/4/1985,7.46,9.63
12/5/1985,7.5,9.62
12/6/1985,7.48,9.65
12/9/1985,7.44,9.49
12/10/1985,7.41,9.36
12/11/1985,7.28,9.2
12/12/1985,7.31,9.27
12/13/1985,7.2,9.21
12/16/1985,7.25,9.16
12/17/1985,7.23,9.04
12/18/1985,7.36,9.11
12/19/1985,7.33,9.1
12/20/1985,7.27,9.04
12/23/1985,7.3,9.08
12/24/1985,7.28,9.07
12/25/1985,.,.
12/26/1985,7.23,9.04
12/27/1985,7.18,8.99
12/30/1985,7.17,9.01
12/31/1985,7.28,9
1/1/1986,.,.
1/2/1986,7.33,9.04
1/3/1986,7.29,9.05
1/6/1986,7.29,9.07
1/7/1986,7.26,8.94
1/8/1986,7.4,9.13
1/9/1986,7.41,9.27
1/10/1986,7.44,9.39
1/13/1986,7.48,9.49
1/14/1986,7.48,9.43
1/15/1986,7.42,9.31
1/16/1986,7.31,9.3
1/17/1986,7.33,9.24
1/20/1986,.,.
1/21/1986,7.25,9.22
1/22/1986,7.23,9.28
1/23/1986,7.19,9.23
1/24/1986,7.19,9.23
1/27/1986,7.18,9.13
1/28/1986,7.14,9.05
1/29/1986,7.26,9.09
1/30/1986,7.27,9.1
1/31/1986,7.19,9.08
2/3/1986,7.22,9.02
2/4/1986,7.2,8.96
2/5/1986,7.24,8.97
2/6/1986,7.33,9.03
2/7/1986,7.44,9.11
2/10/1986,7.43,9
2/11/1986,7.34,8.93
2/12/1986,7.34,8.91
2/13/1986,7.33,8.85
2/14/1986,7.24,8.68
2/17/1986,.,.
2/18/1986,7.24,8.64
2/19/1986,7.31,8.7
2/20/1986,7.34,8.67
2/21/1986,7.2,8.48
2/24/1986,7.24,8.39
2/25/1986,7.28,8.4
2/26/1986,7.3,8.36
2/27/1986,7.26,8.15
2/28/1986,7.24,8.13
3/3/1986,7.19,7.99
3/4/1986,7.06,7.93
3/5/1986,7.07,8.12
3/6/1986,6.9,8.04
3/7/1986,6.81,7.96
3/10/1986,6.81,7.76
3/11/1986,6.77,7.7
3/12/1986,6.83,7.68
3/13/1986,6.8,7.75
3/14/1986,6.74,7.72
3/17/1986,6.77,7.77
3/18/1986,6.74,7.83
3/19/1986,6.69,7.82
3/20/1986,6.64,7.78
3/21/1986,6.61,7.8
3/24/1986,6.61,7.7
3/25/1986,6.57,7.7
3/26/1986,6.61,7.64
3/27/1986,6.53,7.49
3/28/1986,.,.
3/31/1986,6.53,7.39
4/1/1986,6.52,7.37
4/2/1986,6.53,7.33
4/3/1986,6.52,7.41
4/4/1986,6.41,7.45
4/7/1986,6.43,7.43
4/8/1986,6.31,7.31
4/9/1986,6.19,7.27
4/10/1986,6.2,7.23
4/11/1986,6.13,7.29
4/14/1986,6.09,7.19
4/15/1986,5.98,7.22
4/16/1986,5.94,6.98
4/17/1986,6.01,7.03
4/18/1986,6.04,7.09
4/21/1986,6.04,7.04
4/22/1986,6.12,7.25
4/23/1986,6.27,7.36
4/24/1986,6.29,7.51
4/25/1986,6.32,7.58
4/28/1986,6.29,7.48
4/29/1986,6.27,7.38
4/30/1986,6.28,7.38
5/1/1986,6.29,7.45
5/2/1986,6.33,7.51
5/5/1986,6.24,7.45
5/6/1986,6.23,7.46
5/7/1986,6.22,7.43
5/8/1986,6.22,7.4
5/9/1986,6.23,7.48
5/12/1986,6.32,7.67
5/13/1986,6.27,7.63
5/14/1986,6.27,7.66
5/15/1986,6.35,7.79
5/16/1986,6.4,7.99
5/19/1986,6.39,7.98
5/20/1986,6.42,7.88
5/21/1986,6.39,7.9
5/22/1986,6.39,7.88
5/23/1986,6.36,7.84
5/26/1986,.,.
5/27/1986,6.35,7.73
5/28/1986,6.38,7.73
5/29/1986,6.49,7.99
5/30/1986,6.49,8.05
6/2/1986,6.56,8.32
6/3/1986,6.61,8.19
6/4/1986,6.72,8.39
6/5/1986,6.71,8.31
6/6/1986,6.51,7.95
6/9/1986,6.56,8.13
6/10/1986,6.47,8.07
6/11/1986,6.53,8.01
6/12/1986,6.47,7.98
6/13/1986,6.36,7.73
6/16/1986,6.31,7.63
6/17/1986,6.27,7.63
6/18/1986,6.27,7.57
6/19/1986,6.29,7.69
6/20/1986,6.28,7.6
6/23/1986,6.3,7.55
6/24/1986,6.26,7.47
6/25/1986,6.26,7.42
6/26/1986,6.26,7.42
6/27/1986,6.2,7.38
6/30/1986,6.13,7.35
7/1/1986,6.17,7.37
7/2/1986,6.18,7.37
7/3/1986,6.08,7.31
7/4/1986,.,.
7/7/1986,6.04,7.31
7/8/1986,6.11,7.44
7/9/1986,6.05,7.31
7/10/1986,6.02,7.31
7/11/1986,5.92,7.3
7/14/1986,5.94,7.25
7/15/1986,5.94,7.16
7/16/1986,5.94,7.2
7/17/1986,5.92,7.18
7/18/1986,5.88,7.16
7/21/1986,5.89,7.14
7/22/1986,5.89,7.2
7/23/1986,5.98,7.29
7/24/1986,5.98,7.35
7/25/1986,5.98,7.33
7/28/1986,6.07,7.53
7/29/1986,6.03,7.41
7/30/1986,6.02,7.41
7/31/1986,5.96,7.34
8/1/1986,5.94,7.34
8/4/1986,5.88,7.33
8/5/1986,5.87,7.39
8/6/1986,5.88,7.47
8/7/1986,5.89,7.45
8/8/1986,5.86,7.3
8/11/1986,5.84,7.25
8/12/1986,5.77,7.23
8/13/1986,5.73,7.15
8/14/1986,5.75,7.16
8/15/1986,5.71,7.14
8/18/1986,5.77,7.14
8/19/1986,5.72,7.02
8/20/1986,5.66,7
8/21/1986,5.52,6.96
8/22/1986,5.51,7.07
8/25/1986,5.43,7.06
8/26/1986,5.44,6.97
8/27/1986,5.47,7.06
8/28/1986,5.44,7.04
8/29/1986,5.31,6.95
9/1/1986,.,.
9/2/1986,5.33,7.03
9/3/1986,5.38,7.2
9/4/1986,5.33,7.15
9/5/1986,5.37,7.32
9/8/1986,5.39,7.38
9/9/1986,5.34,7.35
9/10/1986,5.3,7.35
9/11/1986,5.35,7.57
9/12/1986,5.31,7.63
9/15/1986,5.32,7.53
9/16/1986,5.27,7.53
9/17/1986,5.26,7.46
9/18/1986,5.37,7.62
9/19/1986,5.4,7.67
9/22/1986,5.4,7.62
9/23/1986,5.4,7.58
9/24/1986,5.38,7.48
9/25/1986,5.37,7.47
9/26/1986,5.38,7.47
9/29/1986,5.41,7.54
9/30/1986,5.34,7.45
10/1/1986,5.33,7.41
10/2/1986,5.33,7.45
10/3/1986,5.23,7.31
10/6/1986,5.19,7.28
10/7/1986,5.2,7.28
10/8/1986,5.18,7.31
10/9/1986,5.2,7.33
10/10/1986,5.2,7.36
10/13/1986,.,.
10/14/1986,5.28,7.49
10/15/1986,5.32,7.51
10/16/1986,5.34,7.53
10/17/1986,5.42,7.57
10/20/1986,5.47,7.66
10/21/1986,5.46,7.57
10/22/1986,5.45,7.49
10/23/1986,5.41,7.43
10/24/1986,5.42,7.47
10/27/1986,5.34,7.42
10/28/1986,5.34,7.45
10/29/1986,5.34,7.41
10/30/1986,5.32,7.31
10/31/1986,5.34,7.34
11/3/1986,5.36,7.29
11/4/1986,5.4,7.31
11/5/1986,5.4,7.24
11/6/1986,5.41,7.32
11/7/1986,5.47,7.4
11/10/1986,5.58,7.38
11/11/1986,.,.
11/12/1986,5.55,7.35
11/13/1986,5.55,7.33
11/14/1986,5.55,7.29
11/17/1986,5.56,7.22
11/18/1986,5.5,7.27
11/19/1986,5.48,7.19
11/20/1986,5.53,7.19
11/21/1986,5.51,7.17
11/24/1986,5.53,7.11
11/25/1986,5.54,7.15
11/26/1986,5.54,7.15
11/27/1986,.,.
11/28/1986,5.54,7.15
12/1/1986,5.57,7.18
12/2/1986,5.56,7.08
12/3/1986,5.56,7.06
12/4/1986,5.55,7.01
12/5/1986,5.59,7.12
12/8/1986,5.66,7.1
12/9/1986,5.63,7.07
12/10/1986,5.64,7.05
12/11/1986,5.64,7.12
12/12/1986,5.64,7.13
12/15/1986,5.66,7.15
12/16/1986,5.74,7.12
12/17/1986,5.8,7.12
12/18/1986,5.76,7.11
12/19/1986,5.66,7.1
12/22/1986,5.69,7.1
12/23/1986,5.71,7.08
12/24/1986,5.73,7.07
12/25/1986,.,.
12/26/1986,5.72,7.08
12/29/1986,5.83,7.17
12/30/1986,5.85,7.23
12/31/1986,5.83,7.23
1/1/1987,.,.
1/2/1987,5.7,7.18
1/5/1987,5.71,7.08
1/6/1987,5.67,7.08
1/7/1987,5.58,7.05
1/8/1987,5.58,7.04
1/9/1987,5.53,7.01
1/12/1987,5.52,7.05
1/13/1987,5.51,7.1
1/14/1987,5.5,7.11
1/15/1987,5.51,7.08
1/16/1987,5.47,7.03
1/19/1987,.,.
1/20/1987,5.45,7.01
1/21/1987,5.46,7.01
1/22/1987,5.53,7.03
1/23/1987,5.55,7.06
1/26/1987,5.64,7.17
1/27/1987,5.64,7.16
1/28/1987,5.62,7.13
1/29/1987,5.63,7.13
1/30/1987,5.76,7.18
2/2/1987,5.77,7.23
2/3/1987,5.75,7.25
2/4/1987,5.79,7.23
2/5/1987,5.75,7.2
2/6/1987,5.82,7.19
2/9/1987,5.88,7.25
2/10/1987,5.99,7.33
2/11/1987,6.03,7.37
2/12/1987,5.88,7.31
2/13/1987,5.81,7.28
2/16/1987,.,.
2/17/1987,5.88,7.33
2/18/1987,5.76,7.3
2/19/1987,5.6,7.23
2/20/1987,5.58,7.24
2/23/1987,5.59,7.23
2/24/1987,5.59,7.18
2/25/1987,5.6,7.21
2/26/1987,5.6,7.21
2/27/1987,5.6,7.19
3/2/1987,5.63,7.17
3/3/1987,5.71,7.21
3/4/1987,5.68,7.14
3/5/1987,5.69,7.16
3/6/1987,5.82,7.23
3/9/1987,5.82,7.23
3/10/1987,5.86,7.23
3/11/1987,5.86,7.23
3/12/1987,5.85,7.22
3/13/1987,5.79,7.19
3/16/1987,5.83,7.22
3/17/1987,5.74,7.2
3/18/1987,5.69,7.21
3/19/1987,5.67,7.21
3/20/1987,5.69,7.22
3/23/1987,5.8,7.25
3/24/1987,5.79,7.27
3/25/1987,5.74,7.26
3/26/1987,5.74,7.24
3/27/1987,5.81,7.33
3/30/1987,5.85,7.54
3/31/1987,5.79,7.51
4/1/1987,5.71,7.59
4/2/1987,5.68,7.59
4/3/1987,5.67,7.59
4/6/1987,5.65,7.54
4/7/1987,5.68,7.62
4/8/1987,5.67,7.61
4/9/1987,5.93,7.78
4/10/1987,6.04,7.98
4/13/1987,6.22,8.07
4/14/1987,6.11,8.28
4/15/1987,5.86,8.1
4/16/1987,5.73,8.03
4/17/1987,.,.
4/20/1987,5.74,8.2
4/21/1987,5.67,8.19
4/22/1987,5.59,8.24
4/23/1987,5.66,8.39
4/24/1987,5.94,8.47
4/27/1987,5.98,8.37
4/28/1987,6.01,8.28
4/29/1987,5.89,8.35
4/30/1987,5.7,8.21
5/1/1987,5.78,8.39
5/4/1987,5.87,8.52
5/5/1987,5.99,8.45
5/6/1987,5.67,8.54
5/7/1987,5.7,8.5
5/8/1987,5.71,8.43
5/11/1987,5.84,8.57
5/12/1987,5.78,8.55
5/13/1987,5.7,8.55
5/14/1987,5.91,8.57
5/15/1987,6.15,8.8
5/18/1987,6.09,8.73
5/19/1987,5.96,8.89
5/20/1987,5.87,8.92
5/21/1987,5.71,8.87
5/22/1987,5.74,8.78
5/25/1987,.,.
5/26/1987,5.83,8.55
5/27/1987,5.94,8.6
5/28/1987,5.82,8.56
5/29/1987,5.87,8.49
6/1/1987,5.92,8.45
6/2/1987,5.94,8.72
6/3/1987,5.87,8.64
6/4/1987,5.84,8.58
6/5/1987,5.87,8.5
6/8/1987,5.85,8.53
6/9/1987,5.68,8.56
6/10/1987,5.65,8.56
6/11/1987,5.72,8.52
6/12/1987,5.73,8.32
6/15/1987,5.85,8.28
6/16/1987,5.81,8.28
6/17/1987,5.83,8.23
6/18/1987,5.83,8.27
6/19/1987,5.84,8.3
6/22/1987,5.86,8.23
6/23/1987,5.9,8.23
6/24/1987,6.02,8.31
6/25/1987,6.03,8.25
6/26/1987,5.97,8.37
6/29/1987,5.88,8.34
6/30/1987,5.91,8.38
7/1/1987,5.82,8.36
7/2/1987,5.84,8.3
7/3/1987,.,.
7/6/1987,5.85,8.29
7/7/1987,5.78,8.28
7/8/1987,5.74,8.32
7/9/1987,5.78,8.37
7/10/1987,5.76,8.32
7/13/1987,5.78,8.38
7/14/1987,5.72,8.33
7/15/1987,5.75,8.43
7/16/1987,5.75,8.41
7/17/1987,5.73,8.36
7/20/1987,5.72,8.41
7/21/1987,5.87,8.49
7/22/1987,5.85,8.54
7/23/1987,5.87,8.56
7/24/1987,5.96,8.58
7/27/1987,6.03,8.6
7/28/1987,6.09,8.62
7/29/1987,6.11,8.61
7/30/1987,6.27,8.61
7/31/1987,6.27,8.66
8/3/1987,6.25,8.81
8/4/1987,6.04,8.81
8/5/1987,6.04,8.71
8/6/1987,5.93,8.73
8/7/1987,6.04,8.7
8/10/1987,6.11,8.74
8/11/1987,6.13,8.73
8/12/1987,6.14,8.72
8/13/1987,6.15,8.63
8/14/1987,6.15,8.58
8/17/1987,6.17,8.56
8/18/1987,6.21,8.73
8/19/1987,6.24,8.77
8/20/1987,6.31,8.74
8/21/1987,6.3,8.77
8/24/1987,6.38,8.78
8/25/1987,6.38,8.73
8/26/1987,6.46,8.79
8/27/1987,6.5,8.92
8/28/1987,6.52,9.02
8/31/1987,6.45,9
9/1/1987,6.32,9.05
9/2/1987,6.29,9.28
9/3/1987,6.39,9.29
9/4/1987,6.59,9.3
9/7/1987,.,.
9/8/1987,6.66,9.5
9/9/1987,6.65,9.48
9/10/1987,6.54,9.42
9/11/1987,6.56,9.33
9/14/1987,6.56,9.34
9/15/1987,6.55,9.44
9/16/1987,6.55,9.52
9/17/1987,6.59,9.48
9/18/1987,6.63,9.38
9/21/1987,6.74,9.45
9/22/1987,6.73,9.37
9/23/1987,6.71,9.4
9/24/1987,6.67,9.51
9/25/1987,6.76,9.53
9/28/1987,6.81,9.52
9/29/1987,6.92,9.64
9/30/1987,6.83,9.63
10/1/1987,6.86,9.66
10/2/1987,6.89,9.6
10/5/1987,6.92,9.69
10/6/1987,6.77,9.72
10/7/1987,6.78,9.71
10/8/1987,6.93,9.86
10/9/1987,7,9.94
10/12/1987,.,.
10/13/1987,7.03,9.9
10/14/1987,7.45,10.13
10/15/1987,7.33,10.18
10/16/1987,7.19,10.23
10/19/1987,6.67,10.15
10/20/1987,6.05,9.4
10/21/1987,5.78,9.3
10/22/1987,5.53,8.97
10/23/1987,5.47,8.98
10/26/1987,5.44,8.8
10/27/1987,5.39,8.92
10/28/1987,5.25,9.01
10/29/1987,5.19,8.89
10/30/1987,5.45,8.88
11/2/1987,5.85,8.98
11/3/1987,5.81,8.91
11/4/1987,5.71,8.85
11/5/1987,5.76,8.72
11/6/1987,5.92,8.76
11/9/1987,5.92,8.78
11/10/1987,5.85,8.79
11/11/1987,.,.
11/12/1987,6.02,8.8
11/13/1987,6.11,8.84
11/16/1987,6.1,8.82
11/17/1987,6.07,8.86
11/18/1987,5.95,8.85
11/19/1987,5.85,8.83
11/20/1987,5.92,8.79
11/23/1987,6,8.8
11/24/1987,5.95,8.89
11/25/1987,5.88,8.98
11/26/1987,.,.
11/27/1987,5.82,9.11
11/30/1987,5.42,8.99
12/1/1987,5.72,9.01
12/2/1987,5.66,9.01
12/3/1987,5.52,8.94
12/4/1987,5.61,8.94
12/7/1987,6.05,9.07
12/8/1987,6.05,9.09
12/9/1987,6.02,9.05
12/10/1987,6.11,9.23
12/11/1987,6.05,9.28
12/14/1987,6.08,9.23
12/15/1987,6.12,9.09
12/16/1987,6.13,9
12/17/1987,6.12,9.03
12/18/1987,6.06,8.89
12/21/1987,6.1,8.88
12/22/1987,6.12,8.95
12/23/1987,5.96,8.83
12/24/1987,5.92,8.82
12/25/1987,.,.
12/28/1987,5.93,8.93
12/29/1987,6.03,8.85
12/30/1987,5.89,8.78
12/31/1987,5.86,8.83
1/1/1988,.,.
1/4/1988,6.09,8.83
1/5/1988,6.12,8.76
1/6/1988,6.03,8.82
1/7/1988,5.96,8.83
1/8/1988,6.06,8.97
1/11/1988,5.91,8.94
1/12/1988,5.99,8.93
1/13/1988,5.97,8.87
1/14/1988,6.07,8.86
1/15/1988,6.07,8.6
1/18/1988,.,.
1/19/1988,6.18,8.65
1/20/1988,5.99,8.61
1/21/1988,6,8.53
1/22/1988,6,8.49
1/25/1988,6.04,8.45
1/26/1988,6.01,8.54
1/27/1988,5.92,8.38
1/28/1988,5.86,8.33
1/29/1988,5.82,8.26
2/1/1988,5.86,8.26
2/2/1988,5.89,8.18
2/3/1988,5.89,8.21
2/4/1988,5.83,8.24
2/5/1988,5.81,8.12
2/8/1988,5.83,8.19
2/9/1988,5.78,8.16
2/10/1988,5.79,8.11
2/11/1988,5.81,8.16
2/12/1988,5.93,8.28
2/15/1988,.,.
2/16/1988,5.95,8.31
2/17/1988,5.92,8.32
2/18/1988,5.87,8.28
2/19/1988,5.86,8.26
2/22/1988,5.85,8.24
2/23/1988,5.81,8.17
2/24/1988,5.8,8.18
2/25/1988,5.81,8.23
2/26/1988,5.76,8.18
2/29/1988,5.8,8.16
3/1/1988,5.78,8.15
3/2/1988,5.77,8.13
3/3/1988,5.76,8.12
3/4/1988,5.88,8.28
3/7/1988,5.9,8.3
3/8/1988,5.91,8.33
3/9/1988,5.89,8.32
3/10/1988,5.92,8.35
3/11/1988,5.9,8.29
3/14/1988,5.87,8.29
3/15/1988,5.77,8.3
3/16/1988,5.77,8.36
3/17/1988,5.76,8.3
3/18/1988,5.82,8.41
3/21/1988,5.91,8.47
3/22/1988,5.95,8.46
3/23/1988,6,8.47
3/24/1988,5.96,8.51
3/25/1988,5.87,8.47
3/28/1988,5.92,8.58
3/29/1988,5.91,8.56
3/30/1988,5.92,8.57
3/31/1988,5.87,8.57
4/1/1988,.,.
4/4/1988,6.04,8.68
4/5/1988,6.18,8.67
4/6/1988,6.23,8.61
4/7/1988,6.23,8.6
4/8/1988,6.2,8.52
4/11/1988,6.23,8.59
4/12/1988,6.1,8.57
4/13/1988,6.03,8.56
4/14/1988,5.9,8.67
4/15/1988,6.05,8.74
4/18/1988,6.04,8.81
4/19/1988,5.98,8.81
4/20/1988,6.01,8.83
4/21/1988,6,8.82
4/22/1988,6,8.78
4/25/1988,6.04,8.78
4/26/1988,6.07,8.8
4/27/1988,6.04,8.8
4/28/1988,6.13,8.86
4/29/1988,6.16,8.87
5/2/1988,6.29,8.94
5/3/1988,6.31,8.89
5/4/1988,6.32,8.9
5/5/1988,6.37,8.92
5/6/1988,6.48,9.01
5/9/1988,6.52,9.03
5/10/1988,6.53,9.07
5/11/1988,6.45,9.05
5/12/1988,6.4,9.04
5/13/1988,6.37,9
5/16/1988,6.4,9.01
5/17/1988,6.49,9.12
5/18/1988,6.4,9.19
5/19/1988,6.34,9.18
5/20/1988,6.44,9.22
5/23/1988,6.47,9.23
5/24/1988,6.5,9.22
5/25/1988,6.52,9.2
5/26/1988,6.62,9.21
5/27/1988,6.65,9.24
5/30/1988,.,.
5/31/1988,6.67,9.2
6/1/1988,6.67,9.03
6/2/1988,6.64,9.07
6/3/1988,6.66,8.97
6/6/1988,6.68,8.97
6/7/1988,6.63,9.02
6/8/1988,6.59,8.92
6/9/1988,6.64,8.96
6/10/1988,6.65,8.92
6/13/1988,6.65,8.91
6/14/1988,6.54,8.69
6/15/1988,6.53,8.71
6/16/1988,6.49,8.89
6/17/1988,6.57,9.02
6/20/1988,6.6,9.02
6/21/1988,6.76,9.03
6/22/1988,6.72,8.9
6/23/1988,6.73,8.88
6/24/1988,6.72,8.85
6/27/1988,6.78,8.94
6/28/1988,6.81,8.87
6/29/1988,6.78,8.88
6/30/1988,6.77,8.82
7/1/1988,6.76,8.77
7/4/1988,.,.
7/5/1988,6.77,8.82
7/6/1988,6.73,8.91
7/7/1988,6.76,8.95
7/8/1988,6.88,9.04
7/11/1988,6.84,9.02
7/12/1988,6.94,9.08
7/13/1988,6.93,9.12
7/14/1988,6.95,9.12
7/15/1988,6.94,9.08
7/18/1988,6.9,9.15
7/19/1988,6.9,9.1
7/20/1988,6.92,9.11
7/21/1988,7,9.16
7/22/1988,6.96,9.11
7/25/1988,7.04,9.07
7/26/1988,7.11,9.09
7/27/1988,7.23,9.14
7/28/1988,7.22,9.16
7/29/1988,7.18,9.12
8/1/1988,7.15,9.07
8/2/1988,7.12,9
8/3/1988,7.12,9.04
8/4/1988,7.06,8.99
8/5/1988,7.15,9.12
8/8/1988,7.09,9.12
8/9/1988,7.29,9.2
8/10/1988,7.21,9.3
8/11/1988,7.24,9.35
8/12/1988,7.25,9.36
8/15/1988,7.25,9.37
8/16/1988,7.29,9.35
8/17/1988,7.26,9.38
8/18/1988,7.26,9.35
8/19/1988,7.3,9.35
8/22/1988,7.33,9.37
8/23/1988,7.39,9.32
8/24/1988,7.42,9.34
8/25/1988,7.49,9.41
8/26/1988,7.57,9.38
8/29/1988,7.57,9.3
8/30/1988,7.54,9.27
8/31/1988,7.54,9.25
9/1/1988,7.52,9.25
9/2/1988,7.45,9
9/5/1988,.,.
9/6/1988,7.51,8.99
9/7/1988,7.57,8.99
9/8/1988,7.56,8.99
9/9/1988,7.52,8.93
9/12/1988,7.48,8.97
9/13/1988,7.4,8.94
9/14/1988,7.39,8.88
9/15/1988,7.4,8.91
9/16/1988,7.38,8.93
9/19/1988,7.38,8.97
9/20/1988,7.44,8.97
9/21/1988,7.42,8.93
9/22/1988,7.43,8.95
9/23/1988,7.47,8.97
9/26/1988,7.55,9
9/27/1988,7.57,9.04
9/28/1988,7.58,9.06
9/29/1988,7.53,8.98
9/30/1988,7.49,8.87
10/3/1988,7.5,8.84
10/4/1988,7.47,8.87
10/5/1988,7.46,8.87
10/6/1988,7.55,8.87
10/7/1988,7.51,8.7
10/10/1988,.,.
10/11/1988,7.55,8.75
10/12/1988,7.52,8.84
10/13/1988,7.58,8.84
10/14/1988,7.56,8.81
10/17/1988,7.58,8.79
10/18/1988,7.6,8.78
10/19/1988,7.68,8.82
10/20/1988,7.7,8.79
10/21/1988,7.69,8.83
10/24/1988,7.77,8.83
10/25/1988,7.69,8.83
10/26/1988,7.66,8.79
10/27/1988,7.63,8.72
10/28/1988,7.62,8.69
10/31/1988,7.62,8.65
11/1/1988,7.58,8.68
11/2/1988,7.61,8.73
11/3/1988,7.65,8.69
11/4/1988,7.7,8.85
11/7/1988,7.75,8.91
11/8/1988,7.85,8.91
11/9/1988,7.82,8.91
11/10/1988,7.9,8.9
11/11/1988,.,.
11/14/1988,8.06,8.91
11/15/1988,8.23,8.92
11/16/1988,8.22,9
11/17/1988,8.2,9.06
11/18/1988,8.21,9.05
11/21/1988,8.27,9.04
11/22/1988,8.28,9.09
11/23/1988,8.29,9.08
11/24/1988,.,.
